review,rate,label
Problem is that the ear loops are made of weak material and break easily.,0,negative
Not nearly as good looking as the AMAZON picture makes it look.,0,negative
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,positive
How stupid is that?,0,negative
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,positive
Seller shipped quickly and much cheaper than the competitors.,1,positive
"Good show, Samsung.",1,positive
So I bought about 10 of these and saved alot of money.,1,positive
It always cuts out and makes a beep beep beep sound then says signal failed.,0,negative
Couldn't figure it out,0,negative
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,negative
So I had to take the battery out of the phone put it all back together and then restart it.,0,negative
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,negative
Leopard Print is wonderfully wild!.,1,positive
Works for me.,1,positive
"Saggy, floppy piece of junk.",0,negative
much better than the hard plastic cases.,1,positive
It also had a new problem.,0,negative
Happy so far!.,1,positive
cool phone.,1,positive
Works good.,1,positive
Motorola finally got the voice quality of a bluetooth headset right.,1,positive
It looses connection to the phone even when it is within a couple feet between the two.,0,negative
"but it is great, i would really recommend it",1,positive
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,negative
As I said above....PRETTY USELESS!,0,negative
Never got it!!!!!,0,negative
This pair of headphones is the worst that I have ever had sound-wise.,0,negative
[...] down the drain because of a weak snap!,0,negative
Does not charge the Cingular (ATT) 8525 phone.,0,negative
"You get extra minutes so that you can carry out the call and not get cut off.""",1,positive
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,negative
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,negative
The headset fulfills my requirements so I am happy with my purchase.,1,positive
Logitech Bluetooth Headset is a 10!.,1,positive
"I like the fact that it rests lightly against your ear, rather than inside.",1,positive
A lot of websites have been rating this a very good phone and so do I.,1,positive
I have tried these cables with my computer and my iPod and it works just fine.,1,positive
"The mic there is a joke, and the volume is quite low.",0,negative
I'm returning them.,0,negative
I does not maintain a connection with the computer while it is on my lap.,0,negative
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,positive
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,positive
"Otherwise, easy to install and use, clear sound.",1,positive
nice leather.,1,positive
I had to purchase a different case.,0,negative
It is a joy to use.,1,positive
Very much disappointed with this company.,0,negative
Very satisifed with that.,1,positive
It didn't charge for me.,0,negative
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,positive
Buttons are too small.,0,negative
Just reading on the specs alone makes you say WOW.,1,positive
Love it.. Great armband.,1,positive
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,positive
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,negative
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,positive
I was very impressed with the price of the cases.,1,positive
Also makes it easier to hold on to.,1,positive
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,positive
It's pretty easy.,1,positive
I cannot make calls at certain places.,0,negative
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,negative
Beautiful styling though.,1,positive
This company charge me a restocking fee and still not given me my refund back.,0,negative
I'm trying to return it for a refund.,0,negative
I plugged it in only to find out not a darn thing worked.,0,negative
Excellent product.,1,positive
Earbud piece breaks easily.,0,negative
Lousy product.,0,negative
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,negative
It is the best charger I have seen on the market yet.,1,positive
SWEETEST PHONE!!!,1,positive
":-)Oh, the charger seems to work fine.",1,positive
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,positive
Not enough volume.,0,negative
Echo Problem....Very unsatisfactory,0,negative
you could only take 2 videos at a time and the quality was very poor.,0,negative
don't waste your money.,0,negative
I am going to have to be the first to negatively review this product.,0,negative
Adapter does not provide enough charging current.,0,negative
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,negative
You also cannot take pictures with it in the case because the lense is covered.,0,negative
Phone falls out easily.,0,negative
"It didn't work, people can not hear me when I talk.",0,negative
The text messaging feature is really tricky to use.,0,negative
I'm really disappointed all I have now is a charger that doesn't work.,0,negative
Painful on the ear.,0,negative
Lasted one day and then blew up.,0,negative
disappointed.,0,negative
Kind of flops around.,0,negative
The screen does get smudged easily because it touches your ear and face.,0,negative
What a piece of junk.. I lose more calls on this phone.,0,negative
Item Does Not Match Picture.,0,negative
The only thing that disappoint me is the infra red port (irda).,0,negative
"You can not answer calls with the unit, never worked once!",0,negative
